order_id,customer_id,product_name,category,quantity,unit_price,total_amount,discount_rate,final_amount,order_date,region,sales_rep,is_priority,status
ORD-000192,CUST-0031,"Laptop Pro 15""",Computers,9,424.55,3820.95,0.076,3530.56,2024-03-12,Europe,Carol Davis,0,shipped
ORD-000193,CUST-0337,Wireless Headphones,Electronics,6,297.38,1784.28,0.157,1504.15,2024-06-15,Europe,Jack Anderson,1,cancelled
ORD-000194,CUST-0406,Keyboard Mechanical,Gaming,8,329.44,2635.52,0.165,2200.66,2024-12-06,Middle East,Ivy Wang,0,delivered
ORD-000195,CUST-0483,Smartphone X,Electronics,8,958.34,7666.72,0.13,6670.05,2024-07-20,Europe,Carol Davis,1,processing
ORD-000196,CUST-0483,Keyboard Mechanical,Electronics,8,1263.23,10105.84,0.026,9843.09,2024-09-09,Asia Pacific,Jack Anderson,1,cancelled
ORD-000197,CUST-0004,Tablet Ultra,Electronics,4,456.65,1826.6,0.08,1680.47,2024-03-31,Europe,Henry Taylor,0,shipped
ORD-000198,CUST-0251,Smart Watch,Electronics,7,898.96,6292.72,0.141,5405.45,2024-02-07,Europe,Bob Smith,0,delivered
ORD-000199,CUST-0490,Tablet Ultra,Audio,6,105.16,630.96,0.185,514.23,2024-02-20,Latin America,Alice Johnson,0,delivered
ORD-000200,CUST-0041,Hard Drive 1TB,Accessories,4,1358.38,5433.52,0.069,5058.61,2024-08-30,Middle East,Ivy Wang,0,pending
ORD-000201,CUST-0129,Router WiFi,Audio,5,287.81,1439.05,0.155,1216.0,2024-03-09,Asia Pacific,Ivy Wang,1,pending
ORD-000202,CUST-0013,Smart Watch,Computers,1,162.38,162.38,0.197,130.39,2024-07-01,Europe,Ivy Wang,1,delivered
ORD-000203,CUST-0367,Gaming Mouse,Gaming,8,1792.2,14337.6,0.033,13864.46,2024-11-17,Asia Pacific,David Wilson,0,cancelled
ORD-000204,CUST-0495,Smartphone X,Accessories,4,223.46,893.84,0.028,868.81,2024-04-06,Europe,Grace Chen,0,pending
ORD-000205,CUST-0422,SSD 500GB,Computers,5,1114.77,5573.85,0.16,4682.03,2024-11-18,Middle East,Bob Smith,0,processing
ORD-000206,CUST-0415,Wireless Headphones,Electronics,1,753.37,753.37,0.123,660.71,2024-08-07,Middle East,Bob Smith,0,cancelled
ORD-000207,CUST-0190,Speaker Bluetooth,Audio,10,361.68,3616.8,0.117,3193.63,2024-03-27,Middle East,Eve Brown,1,delivered
ORD-000208,CUST-0071,Gaming Mouse,Accessories,1,992.06,992.06,0.18,813.49,2024-06-03,Europe,Jack Anderson,1,shipped
ORD-000209,CUST-0411,Smartphone X,Accessories,4,1020.45,4081.8,0.04,3918.53,2024-09-21,Middle East,Alice Johnson,0,pending
ORD-000210,CUST-0295,Tablet Ultra,Gaming,10,1553.96,15539.6,0.082,14265.35,2024-08-26,Europe,Alice Johnson,0,delivered
ORD-000211,CUST-0251,Wireless Headphones,Audio,10,1518.74,15187.4,0.192,12271.42,2024-11-20,North America,Grace Chen,0,shipped
ORD-000212,CUST-0312,Processor Intel,Computers,1,673.34,673.34,0.02,659.87,2024-03-10,Middle East,Eve Brown,0,pending
ORD-000213,CUST-0483,Graphics Card,Accessories,3,1100.47,3301.41,0.122,2898.64,2024-06-24,Europe,David Wilson,1,shipped
ORD-000214,CUST-0481,Monitor 4K,Accessories,10,807.46,8074.6,0.158,6798.81,2024-10-20,Europe,Grace Chen,1,cancelled
ORD-000215,CUST-0089,Smart Watch,Electronics,8,1593.15,12745.2,0.164,10654.99,2024-03-08,North America,Henry Taylor,1,shipped
ORD-000216,CUST-0027,Tablet Ultra,Computers,5,1054.47,5272.35,0.024,5145.81,2024-09-30,Asia Pacific,Eve Brown,1,cancelled
ORD-000217,CUST-0104,Processor Intel,Accessories,5,1177.79,5888.95,0.077,5435.5,2024-09-24,Latin America,Henry Taylor,0,delivered
ORD-000218,CUST-0471,Monitor 4K,Electronics,2,812.1,1624.2,0.15,1380.57,2024-06-17,Europe,Carol Davis,0,pending
ORD-000219,CUST-0105,SSD 500GB,Computers,8,309.26,2474.08,0.032,2394.91,2024-01-01,Latin America,Bob Smith,0,delivered
ORD-000220,CUST-0382,Processor Intel,Audio,9,1999.35,17994.15,0.026,17526.3,2024-11-01,Latin America,Eve Brown,0,processing
ORD-000221,CUST-0325,"Laptop Pro 15""",Computers,8,651.84,5214.72,0.115,4615.03,2024-11-15,Middle East,Grace Chen,0,shipped
ORD-000222,CUST-0010,Keyboard Mechanical,Gaming,10,954.59,9545.9,0.151,8104.47,2024-07-01,Latin America,David Wilson,1,pending
ORD-000223,CUST-0098,Processor Intel,Computers,2,1531.83,3063.66,0.056,2892.1,2024-10-28,Middle East,Bob Smith,1,processing
ORD-000224,CUST-0323,Hard Drive 1TB,Audio,10,1912.6,19126.0,0.013,18877.36,2024-05-14,Europe,David Wilson,0,cancelled
ORD-000225,CUST-0136,Tablet Ultra,Electronics,4,1902.2,7608.8,0.169,6322.91,2024-11-01,Latin America,Ivy Wang,1,shipped
ORD-000226,CUST-0311,Speaker Bluetooth,Electronics,1,1569.29,1569.29,0.096,1418.64,2024-11-09,Middle East,Frank Miller,0,pending
ORD-000227,CUST-0050,Processor Intel,Accessories,7,321.87,2253.09,0.194,1815.99,2024-08-21,Asia Pacific,Frank Miller,0,shipped
ORD-000228,CUST-0110,Graphics Card,Accessories,5,1331.42,6657.1,0.074,6164.47,2024-12-21,Europe,Henry Taylor,1,processing
ORD-000229,CUST-0096,Speaker Bluetooth,Audio,7,1204.82,8433.74,0.194,6797.59,2024-01-07,Latin America,Henry Taylor,0,shipped
ORD-000230,CUST-0470,Tablet Ultra,Computers,5,1133.55,5667.75,0.117,5004.62,2024-11-05,Latin America,Grace Chen,1,delivered
ORD-000231,CUST-0366,"Laptop Pro 15""",Computers,1,355.9,355.9,0.118,313.9,2024-04-10,Latin America,Alice Johnson,1,pending
ORD-000232,CUST-0176,Hard Drive 1TB,Electronics,5,1877.33,9386.65,0.064,8785.9,2024-04-23,Middle East,Henry Taylor,1,cancelled
ORD-000233,CUST-0300,Speaker Bluetooth,Electronics,9,1915.73,17241.57,0.094,15620.86,2024-08-31,Middle East,Carol Davis,0,cancelled
ORD-000234,CUST-0127,Hard Drive 1TB,Computers,7,256.31,1794.17,0.113,1591.43,2024-03-16,Europe,Carol Davis,0,delivered
ORD-000235,CUST-0294,Smartphone X,Audio,3,532.13,1596.39,0.031,1546.9,2024-05-24,Latin America,Jack Anderson,1,cancelled
ORD-000236,CUST-0329,Processor Intel,Electronics,3,1072.97,3218.91,0.08,2961.4,2024-02-01,Middle East,Grace Chen,0,shipped
ORD-000237,CUST-0100,SSD 500GB,Electronics,2,882.54,1765.08,0.182,1443.84,2024-09-26,Latin America,Ivy Wang,0,delivered
ORD-000238,CUST-0044,Speaker Bluetooth,Gaming,2,1080.8,2161.6,0.017,2124.85,2024-03-22,Asia Pacific,Ivy Wang,0,processing
ORD-000239,CUST-0158,Smartphone X,Gaming,3,1293.55,3880.65,0.159,3263.63,2024-05-11,Europe,Henry Taylor,1,pending
ORD-000240,CUST-0253,Wireless Headphones,Gaming,6,1109.51,6657.06,0.129,5798.3,2024-01-04,Europe,Grace Chen,0,cancelled
ORD-000241,CUST-0474,Router WiFi,Gaming,5,242.48,1212.4,0.112,1076.61,2024-07-31,Latin America,Jack Anderson,1,cancelled
ORD-000242,CUST-0312,"Laptop Pro 15""",Audio,7,1155.4,8087.8,0.061,7594.44,2024-07-24,North America,Eve Brown,0,cancelled
ORD-000243,CUST-0144,Gaming Mouse,Gaming,1,1094.96,1094.96,0.114,970.13,2024-09-04,Europe,Henry Taylor,0,delivered
ORD-000244,CUST-0354,Speaker Bluetooth,Gaming,10,1906.19,19061.9,0.116,16850.72,2024-05-28,Asia Pacific,Carol Davis,1,processing
ORD-000245,CUST-0206,Hard Drive 1TB,Electronics,6,721.71,4330.26,0.193,3494.52,2024-06-28,Europe,Alice Johnson,1,pending
ORD-000246,CUST-0291,Router WiFi,Electronics,4,705.29,2821.16,0.137,2434.66,2024-02-22,Latin America,Grace Chen,0,cancelled
ORD-000247,CUST-0234,Gaming Mouse,Computers,10,1879.99,18799.9,0.197,15096.32,2024-12-05,Latin America,Carol Davis,0,pending
ORD-000248,CUST-0026,Smart Watch,Audio,3,331.15,993.45,0.19,804.69,2024-08-06,Europe,Carol Davis,1,shipped
ORD-000249,CUST-0486,Router WiFi,Audio,10,1415.19,14151.9,0.192,11434.74,2024-08-29,Latin America,Ivy Wang,1,pending
ORD-000250,CUST-0215,Tablet Ultra,Computers,6,1664.66,9987.96,0.083,9158.96,2024-10-01,Asia Pacific,Carol Davis,1,pending
ORD-000251,CUST-0442,SSD 500GB,Gaming,2,1897.48,3794.96,0.179,3115.66,2024-10-11,Middle East,Eve Brown,1,cancelled
ORD-000252,CUST-0015,Keyboard Mechanical,Accessories,5,1114.0,5570.0,0.169,4628.67,2024-01-30,Europe,Alice Johnson,1,cancelled
ORD-000253,CUST-0074,Keyboard Mechanical,Accessories,1,1076.22,1076.22,0.162,901.87,2024-03-04,Latin America,Eve Brown,1,delivered
ORD-000254,CUST-0461,SSD 500GB,Audio,9,823.75,7413.75,0.008,7354.44,2024-08-21,Asia Pacific,Jack Anderson,1,pending
ORD-000255,CUST-0351,Gaming Mouse,Computers,1,316.27,316.27,0.018,310.58,2024-06-19,Middle East,Henry Taylor,0,delivered
ORD-000256,CUST-0483,Hard Drive 1TB,Gaming,5,1169.6,5848.0,0.002,5836.3,2024-01-01,Europe,Jack Anderson,0,shipped
ORD-000257,CUST-0097,Graphics Card,Accessories,4,1573.22,6292.88,0.009,6236.24,2024-04-28,North America,Eve Brown,0,delivered
ORD-000258,CUST-0450,Smart Watch,Computers,10,1560.92,15609.2,0.164,13049.29,2024-08-12,Latin America,Henry Taylor,0,shipped
ORD-000259,CUST-0049,Smart Watch,Gaming,9,1505.01,13545.09,0.074,12542.75,2024-05-12,Latin America,Ivy Wang,1,pending
ORD-000260,CUST-0096,Smartphone X,Audio,4,1488.38,5953.52,0.167,4959.28,2024-04-21,Europe,Jack Anderson,1,processing
ORD-000261,CUST-0045,Hard Drive 1TB,Computers,10,596.43,5964.3,0.048,5678.01,2024-08-17,Asia Pacific,Alice Johnson,1,cancelled
ORD-000262,CUST-0468,"Laptop Pro 15""",Audio,7,596.45,4175.15,0.088,3807.74,2024-12-14,Europe,Bob Smith,1,pending
ORD-000263,CUST-0259,Router WiFi,Accessories,5,1351.18,6755.9,0.056,6377.57,2024-10-02,North America,Bob Smith,0,pending
ORD-000264,CUST-0172,Speaker Bluetooth,Audio,8,1833.03,14664.24,0.102,13168.49,2024-04-03,North America,Henry Taylor,1,delivered
ORD-000265,CUST-0133,Keyboard Mechanical,Accessories,3,268.52,805.56,0.027,783.81,2024-08-01,Latin America,David Wilson,0,processing
ORD-000266,CUST-0183,Monitor 4K,Computers,4,493.38,1973.52,0.064,1847.21,2024-07-13,Europe,Henry Taylor,1,shipped
ORD-000267,CUST-0046,Router WiFi,Electronics,2,810.75,1621.5,0.154,1371.79,2024-11-16,North America,Eve Brown,0,delivered
ORD-000268,CUST-0061,Graphics Card,Computers,4,904.68,3618.72,0.064,3387.12,2024-09-25,Europe,Henry Taylor,1,shipped
ORD-000269,CUST-0414,Router WiFi,Computers,1,1883.05,1883.05,0.112,1672.15,2024-01-15,Latin America,Henry Taylor,1,pending
ORD-000270,CUST-0425,Graphics Card,Gaming,2,362.42,724.84,0.015,713.97,2024-01-30,Latin America,David Wilson,0,processing
ORD-000271,CUST-0492,Graphics Card,Audio,4,329.46,1317.84,0.15,1120.16,2024-05-27,Middle East,Frank Miller,1,delivered
ORD-000272,CUST-0257,Smartphone X,Audio,1,954.56,954.56,0.154,807.56,2024-01-19,Latin America,Henry Taylor,0,cancelled
ORD-000273,CUST-0159,Smart Watch,Electronics,6,489.93,2939.58,0.051,2789.66,2024-03-30,Latin America,Jack Anderson,0,processing
ORD-000274,CUST-0022,Graphics Card,Audio,3,1740.74,5222.22,0.115,4621.66,2024-02-14,Latin America,David Wilson,0,processing
ORD-000275,CUST-0223,Gaming Mouse,Computers,4,796.42,3185.68,0.143,2730.13,2024-12-07,North America,Jack Anderson,0,pending
ORD-000276,CUST-0331,Processor Intel,Accessories,6,612.39,3674.34,0.193,2965.19,2024-03-29,Latin America,Eve Brown,0,shipped
ORD-000277,CUST-0003,Gaming Mouse,Audio,3,394.48,1183.44,0.067,1104.15,2024-04-04,Asia Pacific,Frank Miller,1,shipped
ORD-000278,CUST-0215,Router WiFi,Accessories,5,1906.29,9531.45,0.195,7672.82,2024-12-16,Middle East,David Wilson,0,processing
ORD-000279,CUST-0338,Hard Drive 1TB,Computers,7,867.48,6072.36,0.187,4936.83,2024-10-02,North America,Bob Smith,1,delivered
ORD-000280,CUST-0031,Graphics Card,Gaming,10,554.73,5547.3,0.183,4532.14,2024-06-07,Europe,Jack Anderson,1,cancelled
ORD-000281,CUST-0370,"Laptop Pro 15""",Audio,8,1881.59,15052.72,0.056,14209.77,2024-03-31,Asia Pacific,Eve Brown,0,pending
ORD-000282,CUST-0178,"Laptop Pro 15""",Accessories,1,1571.04,1571.04,0.005,1563.18,2024-01-15,Latin America,Jack Anderson,1,pending
ORD-000283,CUST-0325,Speaker Bluetooth,Audio,1,546.92,546.92,0.058,515.2,2024-02-19,Europe,Bob Smith,1,shipped
ORD-000284,CUST-0037,Processor Intel,Audio,7,1198.68,8390.76,0.041,8046.74,2024-09-18,Middle East,Ivy Wang,1,shipped
ORD-000285,CUST-0414,Router WiFi,Gaming,1,1390.84,1390.84,0.139,1197.51,2024-04-24,Middle East,Grace Chen,0,pending
ORD-000286,CUST-0237,Processor Intel,Computers,10,1260.97,12609.7,0.1,11348.73,2024-02-21,North America,Alice Johnson,0,processing
ORD-000287,CUST-0055,SSD 500GB,Audio,5,1282.08,6410.4,0.147,5468.07,2024-06-11,Latin America,David Wilson,1,pending
ORD-000288,CUST-0483,Graphics Card,Electronics,6,1191.78,7150.68,0.048,6807.45,2024-10-06,Asia Pacific,Eve Brown,0,shipped
ORD-000289,CUST-0148,Webcam HD,Accessories,1,905.0,905.0,0.091,822.64,2024-11-29,North America,Eve Brown,0,shipped
ORD-000290,CUST-0491,SSD 500GB,Audio,7,99.58,697.06,0.1,627.35,2024-06-19,North America,Frank Miller,1,shipped
ORD-000291,CUST-0476,Wireless Headphones,Electronics,6,744.64,4467.84,0.115,3954.04,2024-10-03,Asia Pacific,Jack Anderson,1,cancelled
ORD-000292,CUST-0252,Gaming Mouse,Electronics,4,1704.69,6818.76,0.079,6280.08,2024-03-11,North America,David Wilson,0,processing
ORD-000293,CUST-0353,Hard Drive 1TB,Gaming,8,238.9,1911.2,0.136,1651.28,2024-07-10,Latin America,Grace Chen,1,pending
ORD-000294,CUST-0379,Smartphone X,Accessories,7,1621.27,11348.89,0.029,11019.77,2024-03-05,Latin America,Eve Brown,1,shipped
ORD-000295,CUST-0064,Monitor 4K,Accessories,2,1564.73,3129.46,0.095,2832.16,2024-12-12,North America,David Wilson,0,shipped
ORD-000296,CUST-0033,SSD 500GB,Audio,9,1907.83,17170.47,0.064,16071.56,2024-08-02,Latin America,Henry Taylor,0,pending
ORD-000297,CUST-0491,Router WiFi,Accessories,4,1942.84,7771.36,0.005,7732.5,2024-06-10,North America,Frank Miller,1,shipped
ORD-000298,CUST-0208,Wireless Headphones,Audio,1,50.15,50.15,0.016,49.35,2024-12-12,Europe,Ivy Wang,0,delivered
ORD-000299,CUST-0215,Monitor 4K,Gaming,1,324.63,324.63,0.062,304.5,2024-12-20,North America,Alice Johnson,0,cancelled
ORD-000300,CUST-0018,Gaming Mouse,Audio,9,1390.01,12510.09,0.021,12247.38,2024-12-22,North America,Grace Chen,1,pending
ORD-000301,CUST-0468,Gaming Mouse,Audio,8,559.94,4479.52,0.178,3682.17,2024-08-01,Europe,Alice Johnson,0,pending
ORD-000302,CUST-0358,Gaming Mouse,Electronics,8,1057.22,8457.76,0.151,7180.64,2024-09-27,Asia Pacific,Carol Davis,0,cancelled
ORD-000303,CUST-0283,Gaming Mouse,Gaming,7,1261.53,8830.71,0.023,8627.6,2024-01-23,Asia Pacific,Frank Miller,1,shipped
ORD-000304,CUST-0026,Gaming Mouse,Gaming,7,1961.33,13729.31,0.15,11669.91,2024-06-06,North America,Carol Davis,0,delivered
ORD-000305,CUST-0196,Keyboard Mechanical,Accessories,10,435.33,4353.3,0.115,3852.67,2024-12-11,Europe,Jack Anderson,0,pending
ORD-000306,CUST-0024,Smart Watch,Gaming,4,964.52,3858.08,0.118,3402.83,2024-02-08,Europe,Bob Smith,0,pending
ORD-000307,CUST-0062,Wireless Headphones,Gaming,6,1540.18,9241.08,0.193,7457.55,2024-10-21,Latin America,Carol Davis,0,delivered
ORD-000308,CUST-0464,Smartphone X,Electronics,1,1066.44,1066.44,0.071,990.72,2024-05-18,North America,Ivy Wang,1,shipped
ORD-000309,CUST-0242,Processor Intel,Accessories,9,1627.85,14650.65,0.083,13434.65,2024-03-15,Asia Pacific,Henry Taylor,1,delivered
ORD-000310,CUST-0254,SSD 500GB,Gaming,6,545.91,3275.46,0.074,3033.08,2024-03-22,Europe,Bob Smith,0,processing
ORD-000311,CUST-0028,Wireless Headphones,Accessories,9,1025.9,9233.1,0.127,8060.5,2024-04-01,Asia Pacific,Ivy Wang,0,pending
ORD-000312,CUST-0407,Gaming Mouse,Gaming,2,1572.21,3144.42,0.155,2657.03,2024-07-11,Asia Pacific,David Wilson,1,cancelled
ORD-000313,CUST-0286,"Laptop Pro 15""",Gaming,9,405.6,3650.4,0.066,3409.47,2024-07-24,Latin America,Alice Johnson,0,delivered
ORD-000314,CUST-0135,Smart Watch,Electronics,4,981.33,3925.32,0.041,3764.38,2024-09-15,Europe,Carol Davis,1,cancelled
ORD-000315,CUST-0305,Keyboard Mechanical,Accessories,9,1832.35,16491.15,0.193,13308.36,2024-07-20,Latin America,Alice Johnson,1,cancelled
ORD-000316,CUST-0083,Hard Drive 1TB,Gaming,3,465.11,1395.33,0.052,1322.77,2024-04-27,Middle East,David Wilson,0,delivered
ORD-000317,CUST-0090,Smartphone X,Computers,8,615.0,4920.0,0.085,4501.8,2024-06-14,North America,Alice Johnson,1,shipped
ORD-000318,CUST-0317,Monitor 4K,Accessories,5,734.3,3671.5,0.033,3550.34,2024-09-22,North America,Alice Johnson,0,processing
ORD-000319,CUST-0457,Gaming Mouse,Electronics,4,1869.42,7477.68,0.033,7230.92,2024-04-29,Latin America,Grace Chen,0,pending
ORD-000320,CUST-0167,Speaker Bluetooth,Electronics,6,460.11,2760.66,0.01,2733.05,2024-07-21,Middle East,Frank Miller,0,delivered
ORD-000321,CUST-0441,Graphics Card,Accessories,1,1724.53,1724.53,0.136,1489.99,2024-03-28,Middle East,Frank Miller,1,processing
ORD-000322,CUST-0488,Keyboard Mechanical,Audio,8,495.49,3963.92,0.012,3916.35,2024-04-14,North America,Jack Anderson,1,processing
ORD-000323,CUST-0423,Webcam HD,Accessories,4,819.36,3277.44,0.127,2861.21,2024-08-06,North America,Ivy Wang,0,pending
ORD-000324,CUST-0322,Smartphone X,Gaming,6,645.01,3870.06,0.186,3150.23,2024-09-20,Asia Pacific,Bob Smith,0,delivered
ORD-000325,CUST-0406,Processor Intel,Accessories,4,75.72,302.88,0.095,274.11,2024-05-25,Asia Pacific,Ivy Wang,1,processing
ORD-000326,CUST-0350,Webcam HD,Electronics,5,193.12,965.6,0.109,860.35,2024-05-13,North America,Grace Chen,1,delivered
ORD-000327,CUST-0307,Hard Drive 1TB,Accessories,4,1311.88,5247.52,0.153,4444.65,2024-03-25,Europe,Jack Anderson,1,cancelled
ORD-000328,CUST-0139,Graphics Card,Gaming,5,1919.12,9595.6,0.176,7906.77,2024-01-26,Asia Pacific,Bob Smith,0,processing
ORD-000329,CUST-0452,Monitor 4K,Computers,2,1481.17,2962.34,0.147,2526.88,2024-07-25,Middle East,Grace Chen,1,delivered
ORD-000330,CUST-0329,Processor Intel,Electronics,10,1442.07,14420.7,0.013,14233.23,2024-05-02,Asia Pacific,David Wilson,0,processing
ORD-000331,CUST-0298,Monitor 4K,Audio,3,1254.84,3764.52,0.185,3068.08,2024-07-10,Asia Pacific,Jack Anderson,1,delivered
ORD-000332,CUST-0051,SSD 500GB,Computers,7,1565.98,10961.86,0.191,8868.14,2024-12-15,Latin America,Ivy Wang,0,delivered
ORD-000333,CUST-0389,SSD 500GB,Audio,9,305.02,2745.18,0.105,2456.94,2024-01-30,Asia Pacific,Ivy Wang,0,shipped
ORD-000334,CUST-0235,Smartphone X,Electronics,5,1765.19,8825.95,0.154,7466.75,2024-12-16,Middle East,Bob Smith,1,delivered
ORD-000335,CUST-0492,Wireless Headphones,Electronics,2,1508.51,3017.02,0.026,2938.58,2024-02-13,Middle East,Alice Johnson,1,pending
ORD-000336,CUST-0408,Router WiFi,Electronics,2,40.77,81.54,0.073,75.59,2024-04-21,Latin America,Alice Johnson,1,processing
ORD-000337,CUST-0273,Hard Drive 1TB,Audio,4,1410.33,5641.32,0.057,5319.76,2024-10-22,Middle East,Jack Anderson,1,processing
ORD-000338,CUST-0292,Wireless Headphones,Electronics,7,1233.52,8634.64,0.14,7425.79,2024-02-04,Europe,Bob Smith,0,pending
ORD-000339,CUST-0306,Processor Intel,Electronics,9,1497.49,13477.41,0.173,11145.82,2024-06-14,North America,Bob Smith,1,pending
ORD-000340,CUST-0085,Tablet Ultra,Audio,1,1118.24,1118.24,0.171,927.02,2024-07-23,Europe,Eve Brown,1,pending
ORD-000341,CUST-0043,Webcam HD,Electronics,4,54.41,217.64,0.159,183.04,2024-05-31,North America,David Wilson,1,shipped
ORD-000342,CUST-0171,Processor Intel,Gaming,10,61.17,611.7,0.017,601.3,2024-05-04,North America,Frank Miller,1,shipped
ORD-000343,CUST-0307,Smartphone X,Gaming,1,913.02,913.02,0.127,797.07,2024-02-23,Middle East,David Wilson,0,pending
ORD-000344,CUST-0489,Webcam HD,Gaming,10,550.83,5508.3,0.097,4973.99,2024-07-17,Middle East,David Wilson,1,pending
ORD-000345,CUST-0119,Router WiFi,Audio,7,1853.28,12972.96,0.077,11974.04,2024-01-25,Europe,Carol Davis,1,pending
ORD-000346,CUST-0177,Monitor 4K,Computers,7,1051.3,7359.1,0.092,6682.06,2024-08-04,Asia Pacific,Henry Taylor,0,processing
ORD-000347,CUST-0154,Hard Drive 1TB,Computers,6,1612.29,9673.74,0.1,8706.37,2024-10-22,North America,Grace Chen,1,processing
ORD-000348,CUST-0352,Router WiFi,Gaming,9,1802.93,16226.37,0.192,13110.91,2024-12-10,Europe,Henry Taylor,1,delivered
ORD-000349,CUST-0234,Smartphone X,Gaming,1,460.11,460.11,0.05,437.1,2024-09-20,Europe,Frank Miller,1,processing
ORD-000350,CUST-0175,Graphics Card,Computers,8,965.44,7723.52,0.17,6410.52,2024-06-23,North America,Eve Brown,0,processing
ORD-000351,CUST-0422,Monitor 4K,Gaming,7,474.6,3322.2,0.106,2970.05,2024-09-16,Europe,Henry Taylor,0,delivered
ORD-000352,CUST-0249,Tablet Ultra,Computers,5,432.59,2162.95,0.09,1968.28,2024-09-28,Europe,Grace Chen,0,delivered
ORD-000353,CUST-0216,Smart Watch,Electronics,3,572.22,1716.66,0.176,1414.53,2024-09-09,North America,Ivy Wang,1,shipped
ORD-000354,CUST-0211,Speaker Bluetooth,Computers,3,1847.41,5542.23,0.09,5043.43,2024-06-21,Middle East,Jack Anderson,0,processing
ORD-000355,CUST-0189,Gaming Mouse,Accessories,4,919.11,3676.44,0.153,3113.94,2024-05-27,North America,Carol Davis,1,delivered
ORD-000356,CUST-0380,Smartphone X,Audio,8,1443.57,11548.56,0.04,11086.62,2024-10-05,North America,Frank Miller,0,cancelled
ORD-000357,CUST-0032,Hard Drive 1TB,Audio,3,1910.04,5730.12,0.187,4658.59,2024-12-06,Europe,Grace Chen,1,pending
ORD-000358,CUST-0442,Smart Watch,Audio,1,536.18,536.18,0.078,494.36,2024-07-09,Latin America,Eve Brown,1,processing
ORD-000359,CUST-0012,Gaming Mouse,Gaming,6,112.46,674.76,0.142,578.94,2024-03-24,Asia Pacific,Grace Chen,1,delivered
ORD-000360,CUST-0201,Wireless Headphones,Computers,7,850.77,5955.39,0.093,5401.54,2024-03-04,North America,Henry Taylor,1,shipped
ORD-000361,CUST-0357,Tablet Ultra,Audio,7,1163.28,8142.96,0.153,6897.09,2024-02-14,North America,Henry Taylor,1,pending
ORD-000362,CUST-0173,SSD 500GB,Accessories,3,79.16,237.48,0.129,206.85,2024-08-13,Europe,Jack Anderson,1,cancelled
ORD-000363,CUST-0188,Speaker Bluetooth,Audio,8,169.01,1352.08,0.072,1254.73,2024-09-24,North America,Carol Davis,0,cancelled
ORD-000364,CUST-0341,Hard Drive 1TB,Audio,8,1765.83,14126.64,0.145,12078.28,2024-02-05,Asia Pacific,Carol Davis,0,shipped
ORD-000365,CUST-0341,Tablet Ultra,Accessories,6,514.03,3084.18,0.175,2544.45,2024-01-01,Latin America,Eve Brown,0,processing
ORD-000366,CUST-0413,SSD 500GB,Audio,6,1622.72,9736.32,0.008,9658.43,2024-07-13,Latin America,Henry Taylor,0,shipped
ORD-000367,CUST-0401,"Laptop Pro 15""",Accessories,6,1800.19,10801.14,0.176,8900.14,2024-12-26,Europe,David Wilson,0,cancelled
ORD-000368,CUST-0107,Keyboard Mechanical,Audio,3,714.26,2142.78,0.1,1928.5,2024-11-08,Europe,Jack Anderson,1,delivered
ORD-000369,CUST-0160,Hard Drive 1TB,Electronics,3,1470.21,4410.63,0.157,3718.16,2024-03-09,Latin America,Jack Anderson,0,shipped
ORD-000370,CUST-0147,Monitor 4K,Accessories,10,452.84,4528.4,0.129,3944.24,2024-04-24,North America,Carol Davis,0,cancelled
ORD-000371,CUST-0118,Monitor 4K,Computers,9,204.53,1840.77,0.061,1728.48,2024-01-14,Latin America,Henry Taylor,1,delivered
ORD-000372,CUST-0177,Tablet Ultra,Computers,9,891.92,8027.28,0.053,7601.83,2024-11-08,Latin America,Ivy Wang,1,processing
ORD-000373,CUST-0430,Gaming Mouse,Accessories,2,1083.96,2167.92,0.157,1827.56,2024-08-21,Middle East,Ivy Wang,0,pending
ORD-000374,CUST-0079,Hard Drive 1TB,Accessories,9,674.01,6066.09,0.113,5380.62,2024-07-13,Latin America,Grace Chen,0,delivered
ORD-000375,CUST-0037,Speaker Bluetooth,Gaming,5,560.72,2803.6,0.192,2265.31,2024-02-09,Middle East,Henry Taylor,1,pending
ORD-000376,CUST-0343,Graphics Card,Electronics,9,1701.94,15317.46,0.023,14965.16,2024-12-28,Middle East,Ivy Wang,1,processing
ORD-000377,CUST-0243,Webcam HD,Computers,4,218.08,872.32,0.143,747.58,2024-01-26,Middle East,Eve Brown,1,processing
ORD-000378,CUST-0133,Gaming Mouse,Audio,1,576.91,576.91,0.124,505.37,2024-07-30,Asia Pacific,Carol Davis,0,delivered
ORD-000379,CUST-0395,Processor Intel,Accessories,2,461.25,922.5,0.065,862.54,2024-02-20,Asia Pacific,David Wilson,1,delivered
ORD-000380,CUST-0099,Smartphone X,Gaming,2,270.23,540.46,0.185,440.47,2024-04-09,North America,Ivy Wang,1,cancelled
ORD-000381,CUST-0276,Speaker Bluetooth,Gaming,8,541.85,4334.8,0.074,4014.02,2024-11-12,Asia Pacific,Alice Johnson,1,delivered
ORD-000382,CUST-0080,Hard Drive 1TB,Accessories,5,903.55,4517.75,0.029,4386.74,2024-04-30,Europe,Frank Miller,0,pending
ORD-000383,CUST-0188,Gaming Mouse,Electronics,6,190.19,1141.14,0.104,1022.46,2024-12-31,Latin America,Henry Taylor,0,cancelled
